property_name,society,property_type,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,rating
2 Bedroom House for sale in Rajendra Park,independent,house,9.9,49500.0,2000.0,Built Up area: 2000 (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,2,2,not available,"Mahalaxmi Garden Part-1, Rajendera Park, Sector 105, Gurgaon, Rajendra Park, Gurgaon, Haryana",3,North,undefined,"['Palam Vihar Vyapar kendra', 'Chintapurni Mandir', 'State bank ATM', 'R K Hospital Gurgaon', 'Bhardwaj Hospital', 'Chirag Hospital Pvt. Ltd', 'Dr. Hitesh Dawar', 'Sneh Hospital Gurgaon', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Prateek Nursing Home And Polyclinic', 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Kalyan Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Kr Dental Hub', 'Shree Krishna Hospital Gurgaon', 'Gurgaon Eye Centre', 'Dr. Ashok Jain', 'Esic Hospital Gurugram', 'GH Gurgaon', 'Pearl Dental Clinic', 'Aryan Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
7 Bedroom House for sale in Ashok Vihar Phase 3 Extension,ashok vihar phase iii extension,house,0.4,8889.0,449.9943750703116,Plot area 50(41.81 sq.m.),7,4,3+,pooja room,"House No.183, Street Number 7, Ashok Vihar Phase 3 Extension, Gurgaon, Haryana",4,NA,0 to 1 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'Ram Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Chirag Hospital Pvt. Ltd', 'Kalyan Hospital Gurgaon', 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Dr. Sindhu Clinic', 'Bhardwaj Hospital', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'GH Gurgaon', 'Jeevan Jyoti Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Gurgaon Eye Centre', 'Children Hospital', 'Dr. Tomar Clinic', 'Dr. Agya Ram Sharma Clinic', 'Sheetla Clinic', 'Prateek Nursing Home And Polyclinic', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Kishor Clinic', 'Sparsh Hospital Gurgaon', 'Kr Dental Hub', 'Bhatnagar Maternity and Nursing Home', 'Axis bank', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Big Cinemas', ""McDonald's"", 'Pizza Hut', 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['3 Fan', '15 Light', '1 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
1 Bedroom House for sale in Sushant Lok Phase 1,independent,house,2.15,13030.0,1650.0383729854182,Built Up area: 1650 (153.29 sq.m.),1,1,0,not available,"Block B, Sushant Lok I, Gurgaon, Sushant Lok Phase 1, Gurgaon, Haryana",1,NA,undefined,"['Huda city centre metro station', 'Iffco chowk metro station', 'New Life Church', 'Hanuman Mandir', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'Axis bank ATM', 'Max Hospital', 'Dr. Kutbuddin Akbary', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Sitaram Bhartia', 'Gupta', 'Umkal Hospital', 'Centre For Sight Gurgaon Sector 29', 'Arihant Hospital', 'Paras Hospital Gurgaon', 'Chikitsa', 'Guardian Pharmacy', 'Gardian Pharmacy', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'PWO house', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Pizza Hut', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'Roots', 'Barbecue Grill', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
8 Bedroom House for sale in C Block Sushant Lok Phase 1,ansal,house,1.85,308333.0,60.00006486493499,Plot area 60(5.57 sq.m.),8,8,3+,not available,"C Block Sushant Lok Phase 1, Gurgaon, Haryana",5,North-West,1 to 5 Year Old,"['Huda city centre metro station', 'Sector 42-43 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Gupta', 'Paras Hospital Gurgaon', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'Starbucks', 'CCD', 'Blue Tokai Coffee Roasters', 'Drunken Monkey', 'Belgian Waffle', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', 'Fat', 'Dighent cafe', 'Nowhere Brewpub and cafe', ""Carl's Jr."", 'Starbucks', 'Pizza Hut', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","['1 Water Purifier', '1 Fridge', '1 Stove', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Private Garden / Terrace', 'Water purifier', 'Water Storage', 'Park', 'Visitor Parking', 'Recently Renovated', 'Airy Rooms', 'Waste Disposal', 'Rain Water Harvesting']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
4 Bedroom House for sale in Saraswati Enclave,independent,house,0.45,8333.0,540.0216008640346,Plot area 540(50.17 sq.m.),4,2,1,not available,"Saraswati Enclave, Gurgaon, Haryana",2,NA,1 to 5 Year Old,"['Kamla Hospital Gurgaon', 'Yadav Hospital Gurgoan', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'The Muskan Dental Clinic', 'Dental Xpert Dental Clinic', 'Harshila Dental Clinic', 'Gautam Hospital', 'Clove Dental', 'Shri Multispeciality Hospital', 'Sunrise Hospital Gurgaon', 'Sai Dental Clinic', 'Shri Balaji Hospital and Trauma Center', 'Nutan Dental Hospital', 'Shri Ram Dental Clinic', 'Ayushman Hospital And Trauma Centre', 'Bhanu Dental Care', 'Vaishnavi Nursing Home', 'Parmar Dental Clinic & Lab', 'Mangalam Hospital and Heart Centre Gurgaon', 'Rachna Dental Clinic', 'Ankur Clinic and Maternity Home', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Rajendra Hospital', 'Kathuria Hospital', 'Esic Hospital Gurugram', 'Parashar Hospital', 'Vinayak Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Sethi Hospital Gurgaon', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Shubham Hospital Gurgaon', 'Satyam Hospital Gurgaon', 'Nangia Hospital Ent and Maternity', 'Smile Plus Dental Clinic', 'Pasricha Hospital and Maternity Home', 'Airforce Hospital', 'Taneja Hospital', 'Boxer Fuel Point', 'Petrol Pump IBP', 'Basai dhankot railway station']",[],,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
2 Bedroom House for sale in Sec 3 Bhim Vihar Part 1 Bhimgher Kheri,independent,house,0.58,10610.0,546.6540999057493,Plot area 61(51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,3,2,not available,"Gali No 1, Sec 3 Bhim Vihar Part 1 Bhimgher Kheri, Gurgaon, Haryana",2,South-East,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Bhardwaj Hospital', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Sneh Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Dr. Hitesh Dawar', 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Prateek Nursing Home And Polyclinic', 'Kalyan Hospital Gurgaon', 'Kr Dental Hub', 'Gurgaon Eye Centre', 'Shree Krishna Hospital Gurgaon', 'GH Gurgaon', 'Dr. Ashok Jain', 'Dr. Agya Ram Sharma Clinic', 'Aryan Hospital', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Pearl Dental Clinic', 'Bhatnagar Maternity and Nursing Home', 'Jeevan Jyoti Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Tomar Clinic', 'Children Hospital', 'Ravi Clinic and Health Care Centre', 'Dr. Sarvejeet Singh', 'Taneja Hospital', 'Centre For Sight Gurgaon New Railway Road', 'Nidhi Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Lieutenant Atul Kataria School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Natural Light'],
5 Bedroom House for sale in Near euro international School,independent,house,1.7,18889.0,899.9947059134946,Plot area 100(83.61 sq.m.)Built Up area: 61 sq.yards (51 sq.m.)Carpet area: 60 sq.yards (50.17 sq.m.),5,4,3+,not available,"Near euro international School, Gurgaon, Haryana",3,East,5 to 10 Year Old,"['Shri Multispeciality Hospital', 'Kamla Hospital Gurgaon', 'Yadav Hospital Gurgoan', 'Ankur Clinic and Maternity Home', 'Bhanu Dental Care', 'Mangalam Hospital and Heart Centre Gurgaon', 'Gautam Hospital', 'Harshila Dental Clinic', 'Navjeevan Hospital and Maternity Centre', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'Sai Dental Clinic', 'Clove Dental', 'Nutan Dental Hospital', 'Sunrise Hospital Gurgaon', 'Shri Ram Dental Clinic', 'Dental Xpert Dental Clinic', 'The Muskan Dental Clinic', 'Shiv Mahima Patient Care Bureau', 'Esic Hospital Gurugram', 'Parmar Dental Clinic & Lab', 'Rachna Dental Clinic', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Satyam Hospital Gurgaon', 'Kathuria Hospital', 'Taneja Hospital', 'Ayushman Hospital And Trauma Centre', 'Parashar Hospital', 'Tirath Ram Hospitals Pvt Ltd', 'Vaishnavi Nursing Home', 'Sethi Hospital Gurgaon', 'Pearl Dental Clinic', 'Shubham Hospital Gurgaon', 'Rajendra Hospital', 'Vinayak Hospital Gurgaon', 'Swastik Maternity and Medical Centre', 'Nangia Hospital Ent and Maternity', 'Dr. Ashok Jain', 'Shree Krishna Hospital Gurgaon', 'Chiranjiv Hospital', 'Pasricha Hospital and Maternity Home', 'Shri Balaji Hospital and Trauma Center', 'Rama Hospital & Nursing Home', 'Geeta Nursing Home Gurgaon', 'Boxer Fuel Point', 'Hdfc bank', 'Pizza Hut', 'Basai dhankot railway station']","['1 Water Purifier', '7 Fan', '1 Geyser', '20 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",
6 Bedroom House for sale in West Rajiv Nagar,independent,house,0.46,7302.0,629.9643933168995,Plot area 70(58.53 sq.m.),6,3,3,not available,"West Rajiv Nagar, Gurgaon, Haryana",3,NA,5 to 10 Year Old,"['Sheetla Mata Mandir', 'Hanuman Mandir', 'Nidhi Clinic', 'Dr. Tomar Clinic', 'GH Gurgaon', 'Children Hospital', 'Mamta Hospital Gurgaon', 'Dr. Babita Sharma', 'Dr. Agya Ram Sharma Clinic', 'Jackson Hospital', 'Jeevan Jyoti Hospital Gurgaon', 'Lotus Hospital Gurgaon', 'Sheetla Clinic', 'M Goel Hospital', 'Kidney Clinic', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Lalit Dental Care', 'Dentecare - Multispeciality Dental Clinic', 'Dental Health Centre', 'Lall Nursing and Maternity Home', 'Om Charitable Dental & Implant Centre', 'Kharbanda Maternity and Nursing Home', 'Lall Eye Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Kishor Clinic', 'Saraswati Hospital Gurgaon', 'Sparsh Hospital Gurgaon', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Ahooja Eye and Dental Institute Hospital', 'Gupta Hospital Gurgaon', 'Dr. Sandeep Chauhan', 'D.R. Rajnis Gupta Clinic', 'Ravi Clinic and Health Care Centre', 'Aryan Hospital', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Kalyani Hospital Gurgaon', 'Gurgaon Eye Centre', 'Dr. Ajay S. Gupta Clinic', 'Sharma Hospital Gurgaon', 'Bindal Clinic', 'Dr. Sindhu Clinic', 'Indian Oil', 'Rang Parivartan', 'Punjab national bank', 'State bank of india sbi', 'Lieutenant Atul Kataria School', 'Dronacharya Government College', 'govt sec school']",,,"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety3 out of 5']"
5 Bedroom House for sale in Sector 3 Gurgaon,independent,house,0.8,8155.0,980.9932556713673,Plot area 109(91.14 sq.m.),5,4,1,not available,"Sector 3 Gurgaon, Gurgaon, Haryana",2,NA,5 to 10 Year Old,"['Hanuman Mandir', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Ajay S. Gupta Clinic', 'Aarvy Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Dr. Sandeep Chauhan', 'Nangia Hospital Ent and Maternity', 'Ahooja Eye and Dental Institute Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Sethi Hospital Gurgaon', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'Bindal Clinic', 'Vinayak Hospital Gurgaon', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'Satyam Hospital Gurgaon', 'Parashar Hospital', 'Lalit Dental Care', 'M Goel Hospital', 'Kathuria Hospital', 'Chiranjiv Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Shri Gobind Hospital', 'Dr. Sarvejeet Singh', 'Ravi Clinic and Health Care Centre', 'Jackson Hospital', 'Dr. Madan Clinic', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']",,,"['Environment4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5', 'Safety4.5 out of 5']"
2 Bedroom House for sale in Bhimgarh Kheri Phase 3,independent,house,0.58,10591.0,547.6347842507789,Plot area 550(51.1 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,3,2,not available,"Bhimgarh Kheri Phase 3, Gurgaon, Haryana, India, Bhimgarh Kheri Phase 3, Gurgaon, Haryana",2,South-East,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Bhardwaj Hospital', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Sneh Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Dr. Hitesh Dawar', 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Prateek Nursing Home And Polyclinic', 'Kalyan Hospital Gurgaon', 'Kr Dental Hub', 'Gurgaon Eye Centre', 'Shree Krishna Hospital Gurgaon', 'GH Gurgaon', 'Dr. Ashok Jain', 'Dr. Agya Ram Sharma Clinic', 'Aryan Hospital', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Pearl Dental Clinic', 'Bhatnagar Maternity and Nursing Home', 'Jeevan Jyoti Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Tomar Clinic', 'Children Hospital', 'Ravi Clinic and Health Care Centre', 'Dr. Sarvejeet Singh', 'Taneja Hospital', 'Nidhi Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Lieutenant Atul Kataria School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",[],['Natural Light'],
4 Bedroom House for sale in DLF Phase 3,independent,house,2.6,24074.0,1080.003323087148,Plot area 120(100.34 sq.m.),4,4,3+,"study room,store room,pooja room","DLF Phase 3, Gurgaon, Haryana",4,NA,1 to 5 Year Old,"['Dlf phase 3 metro station', 'Micromax moulsari avenue metro station', 'Dlf phase 2 metro station', 'Guru dronacharya metro station', 'Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Dental Cure and Care Centre', ""Dr. Khullar's Dental Clinic"", 'Garg Dental Care', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Harbour', 'Asha Multispeciality Clinic', 'Upkar Clinic', ""St Stephen's Hospital Health Care Facility"", 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Cosmodentz Dental Clinic', 'RBS Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Anahat Hospital', 'Pharmacy', 'Shri Balaji Medical Store', 'State bank of india', 'Icici bank', 'Deutsche bank', 'Standard chartered bank', 'PVR Cinames', 'The God Father', 'Machaan', 'Food Court', 'Mc Donalds', 'barrique', ""McDonald's""]","['4 Bed', '7 Wardrobe', '1 Water Purifier', '9 Fan', '1 Fridge', '6 Geyser', '12 Light', '7 AC', '5 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Sofa', 'No Stove', 'No Washing Machine']",,"['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in Mianwali Colony,project mianwali colony,house,2.0,14815.0,1349.9831252109348,Built Up area: 1350 (125.42 sq.m.),5,5,2,not available,"Mianwali Colony, Near Bus Stand, Gurgaon, Haryana - 122001, Mianwali Colony, Gurgaon, Haryana",3,East,undefined,"['Hanuman Mandir', 'Sheetla Mata Mandir', 'Lalit Dental Care', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'M Goel Hospital', 'Lall Nursing and Maternity Home', 'Om Charitable Dental & Implant Centre', 'Kidney Clinic', 'Lall Eye Care Centre', 'Centre For Sight Gurgaon New Railway Road', 'Dental Health Centre', 'Dr. Sarvejeet Singh', 'Jackson Hospital', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Gupta Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Sparsh Hospital Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Ajay S. Gupta Clinic', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Agya Ram Sharma Clinic', 'Ravi Clinic and Health Care Centre', 'Dr. Sandeep Chauhan', 'Bindal Clinic', 'Triveni Hospital Gurgaon', 'M.S Hospital', 'Sharma Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'My Care Clinic', 'Mamta Hospital Gurgaon', 'GH Gurgaon', 'Lotus Hospital Gurgaon', 'Aryan Hospital', 'Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Swastik Maternity and Medical Centre', 'Nidhi Clinic', 'Dr. Tomar Clinic', 'Gurgaon Eye Centre', 'Indian Oil', 'Rang Parivartan', 'Punjab national bank', 'State bank of india', 'State bank of india sbi', 'Dronacharya Government College', 'govt sec school', 'St. Michaels Sr. Sec. School', 'District library gurgaon']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment3.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
19 Bedroom House for sale in Sector 17A Gurgaon,independent,house,3.87,5160.0,7500.0,Plot area 1623(150.78 sq.m.)Built Up area: 7500 sq.ft. (696.77 sq.m.),19,17,3+,"study room,store room","690, Sector 17A Gurgaon, Gurgaon, Haryana",5,North-West,1 to 5 Year Old,"['Iffco chowk metro station', 'Citi bank ATM', 'Punjab national bank ATM', 'Icici bank ATM', 'Punjab national bank ATM', 'State bank of india ATM', 'Hdfc bank ATM', 'Hsbc bank ATM', 'Sangwan Hospital Gurgaon', 'Thukral Hospital', 'Apollo Cradle Hospital Gurgaon', 'Nagpal Nursing Home Gurgaon', 'Privat Hospital', 'Umkal Hospital', 'Community Center Sukhrali', 'Sector-14 Market', 'Catholic syrian bank', 'Karur vysay bank', 'Standard chartered bank', 'Oriental bank of commerce', 'Hdfc bank', 'Icici bank', 'Swagath', 'distillery', 'Walking Street', 'Gung the palace Korean restaurant', 'ADDA', 'KFC', 'Ardor 29', 'Gravity Space Bar', 'Black Mambaa', 'Tocpao', 'Bikanervala', 'Spaghetti Kitchen & Bar', 'Pizza Hut', 'Gola Sizzles', ""Hops 'N' Brew"", 'The Oriental Bloom Chinese and Thai', 'Zura', ""Domino's Pizza"", ""McDonald's"", 'Park Baluchi', 'MoB Ministory of Beer', 'Beer & Whisky Bar', 'Dhabba', 'Roots', 'Cafe Coffee Day', 'Management Development Institute']",,"['False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
